S. No,Description,Average Price,% Change,Cities,Value,Month
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Hyder-abad,130,8/1/2020
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Sukkur,150,8/1/2020
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Larkana,189.74,8/1/2020
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Pesha-war,148.52,8/1/2020
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Bannu,120,8/1/2020
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Quetta,134.94,8/1/2020
37,Georgette (Average Quality) 1 Mtr,158.34,1.82,Khuz-dar,200,8/1/2020
38,Gents Sandal Bata Pair,899,0,Islam-abad,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Rawal-pindi,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Gujran-wala,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Sialkot,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Lahore,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Faisal-abad,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Sar-godha,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Multan,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Baha-walpur,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Karachi,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Hyder-abad,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Sukkur,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Larkana,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Pesha-war,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Bannu,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Quetta,899,8/1/2020
38,Gents Sandal Bata Pair,899,0,Khuz-dar,899,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Islam-abad,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Rawal-pindi,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Gujran-wala,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Sialkot,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Lahore,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Faisal-abad,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Sar-godha,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Multan,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Baha-walpur,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Karachi,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Hyder-abad,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Sukkur,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Larkana,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Pesha-war,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Bannu,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Quetta,199,8/1/2020
39,Gents Sponge Chappal Bata Pair,199,0,Khuz-dar,199,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Islam-abad,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Rawal-pindi,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Gujran-wala,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Sialkot,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Lahore,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Faisal-abad,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Sar-godha,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Multan,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Baha-walpur,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Karachi,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Hyder-abad,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Sukkur,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Larkana,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Pesha-war,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Bannu,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Quetta,599,8/1/2020
40,Ladies Sandal Bata Pair,599,0,Khuz-dar,599,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Islam-abad,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Rawal-pindi,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Gujran-wala,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Sialkot,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Lahore,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Faisal-abad,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Sar-godha,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Multan,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Baha-walpur,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Karachi,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Hyder-abad,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Sukkur,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Larkana,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Pesha-war,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Bannu,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Quetta,3.88,8/1/2020
41,Electricity Charges Upto 50 Units Per Unit,3.88,4.86,Khuz-dar,3.88,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Islam-abad,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Rawal-pindi,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Gujran-wala,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Sialkot,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Lahore,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Faisal-abad,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Sar-godha,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Multan,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Baha-walpur,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Karachi,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Hyder-abad,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Sukkur,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Larkana,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Pesha-war,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Bannu,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Quetta,141.57,8/1/2020
42,Gas Charges Upto 3.3719 Mmbtu Mmbtu,141.57,0,Khuz-dar,,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Islam-abad,900,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Rawal-pindi,825.54,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Gujran-wala,816.33,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Sialkot,623.57,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Lahore,815.93,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Faisal-abad,700,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Sar-godha,566.19,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Multan,749.44,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Baha-walpur,700,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Karachi,682.92,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Hyder-abad,650,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Sukkur,500,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Larkana,600,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Pesha-war,774.09,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Bannu,520,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Quetta,674.69,8/1/2020
43,Firewood Whole 40 Kg,685.37,-0.87,Khuz-dar,700,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Islam-abad,176.6,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Rawal-pindi,175.26,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Gujran-wala,170,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Sialkot,155,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Lahore,210,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Faisal-abad,165,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Sar-godha,240,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Multan,200,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Baha-walpur,194.8,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Karachi,180,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Hyder-abad,230,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Sukkur,155,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Larkana,230,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Pesha-war,190,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Bannu,190,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Quetta,220,8/1/2020
44,Energy Saver Philips 14 Watt Each,192.95,0.46,Khuz-dar,230,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Islam-abad,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Rawal-pindi,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Gujran-wala,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Sialkot,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Lahore,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Faisal-abad,50.8,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Sar-godha,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Multan,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Baha-walpur,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Karachi,45.07,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Hyder-abad,45,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Sukkur,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Larkana,48.27,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Pesha-war,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Bannu,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Quetta,50,8/1/2020
45,Sufi Washing Soap 250 Gm Cake Each,49.03,0.99,Khuz-dar,45,8/1/2020
46,Match Box Each,2.79,1.82,Islam-abad,3,8/1/2020
46,Match Box Each,2.79,1.82,Rawal-pindi,3,8/1/2020
46,Match Box Each,2.79,1.82,Gujran-wala,3,8/1/2020
46,Match Box Each,2.79,1.82,Sialkot,3,8/1/2020
46,Match Box Each,2.79,1.82,Lahore,3,8/1/2020
46,Match Box Each,2.79,1.82,Faisal-abad,2.29,8/1/2020
46,Match Box Each,2.79,1.82,Sar-godha,3,8/1/2020
46,Match Box Each,2.79,1.82,Multan,3,8/1/2020
46,Match Box Each,2.79,1.82,Baha-walpur,2.62,8/1/2020
46,Match Box Each,2.79,1.82,Karachi,3,8/1/2020
46,Match Box Each,2.79,1.82,Hyder-abad,3,8/1/2020
46,Match Box Each,2.79,1.82,Sukkur,3,8/1/2020
46,Match Box Each,2.79,1.82,Larkana,3,8/1/2020
46,Match Box Each,2.79,1.82,Pesha-war,3,8/1/2020
46,Match Box Each,2.79,1.82,Bannu,3,8/1/2020
46,Match Box Each,2.79,1.82,Quetta,2,8/1/2020
46,Match Box Each,2.79,1.82,Khuz-dar,2,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Islam-abad,104.47,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Rawal-pindi,104.47,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Gujran-wala,104.5,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Sialkot,105.2,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Lahore,104.47,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Faisal-abad,104.4,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Sar-godha,104.6,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Multan,104.45,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Baha-walpur,105.4,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Karachi,104.47,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Hyder-abad,105.27,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Sukkur,104.5,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Larkana,104.7,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Pesha-war,104.47,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Bannu,106.8,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Quetta,104.44,8/1/2020
47,Petrol Super Per Litre,104.92,3.93,Khuz-dar,107,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Islam-abad,106.96,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Rawal-pindi,106.96,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Gujran-wala,107,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Sialkot,107.6,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Lahore,106.96,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Faisal-abad,107.9,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Sar-godha,107.1,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Multan,106.91,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Baha-walpur,108.1,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Karachi,106.96,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Hyder-abad,107.77,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Sukkur,107,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Larkana,107.2,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Pesha-war,106.96,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Bannu,109.6,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Quetta,106.9,8/1/2020
48,Hi-Speed Diesel Per Litre,107.49,5.01,Khuz-dar,109.49,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Islam-abad,1308.74,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Rawal-pindi,1312.55,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Gujran-wala,1181.24,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Sialkot,1194.49,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Lahore,1175.16,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Faisal-abad,1187.3,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Sar-godha,1200,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Multan,1160,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Baha-walpur,1181.51,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Karachi,1253.02,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Hyder-abad,1458.75,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Sukkur,1400,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Larkana,1380,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Pesha-war,1487.04,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Bannu,1124.72,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Quetta,1474.43,8/1/2020
49,Lpg 11.67 Kg Cylinder Each,1277.08,-1.05,Khuz-dar,1320,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Islam-abad,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Rawal-pindi,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Gujran-wala,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Sialkot,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Lahore,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Faisal-abad,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Sar-godha,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Multan,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Baha-walpur,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Karachi,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Hyder-abad,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Sukkur,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Larkana,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Pesha-war,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Bannu,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Quetta,1.55,8/1/2020
50,Telephone Call Charges Per Minute,1.55,0,Khuz-dar,1.55,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Islam-abad,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Rawal-pindi,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Gujran-wala,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Sialkot,43,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Lahore,45.73,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Faisal-abad,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Sar-godha,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Multan,46.2,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Baha-walpur,46.2,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Karachi,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Hyder-abad,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Sukkur,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Larkana,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Pesha-war,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Bannu,45,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Quetta,46.2,8/1/2020
51,Toilet Soap Lifebuoy 115 Gm Each,45.67,0.07,Khuz-dar,55,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Islam-abad,867.42,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Rawal-pindi,863.28,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Gujran-wala,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Sialkot,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Lahore,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Faisal-abad,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Sar-godha,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Multan,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Baha-walpur,860,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Karachi,1352.84,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Hyder-abad,1242.22,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Sukkur,1139.91,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Larkana,1154.99,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Pesha-war,1097.79,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Bannu,1209.96,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Quetta,1184.79,8/1/2020
1,Wheat Flour Bag 20 Kg,999.88,-0.9,Khuz-dar,1100,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Islam-abad,101.52,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Rawal-pindi,95.95,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Gujran-wala,79.57,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Sialkot,77.37,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Lahore,75.78,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Faisal-abad,93.22,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Sar-godha,90,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Multan,93.75,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Baha-walpur,70,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Karachi,95.59,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Hyder-abad,92.4,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Sukkur,93.22,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Larkana,104.92,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Pesha-war,90,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Bannu,68.29,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Quetta,114.93,8/1/2020
2,Rice Basmati Broken (Average Quality1 Kg,88.98,2.72,Khuz-dar,90,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Islam-abad,73.19,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Rawal-pindi,74.01,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Gujran-wala,60,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Sialkot,,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Lahore,57.48,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Faisal-abad,63.16,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Sar-godha,101.6,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Multan,66.17,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Baha-walpur,60,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Karachi,69.19,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Hyder-abad,71.63,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Sukkur,54.77,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Larkana,61.62,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Pesha-war,70,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Bannu,69.14,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Quetta,94.91,8/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,69.44,0.87,Khuz-dar,80,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Islam-abad,59.03,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Rawal-pindi,58.71,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Gujran-wala,59.13,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Sialkot,67.35,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Lahore,60,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Faisal-abad,58.71,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Sar-godha,53.7,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Multan,58.71,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Baha-walpur,40,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Karachi,40,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Hyder-abad,60,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Sukkur,67.35,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Larkana,60,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Pesha-war,54.77,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Bannu,40,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Quetta,55,8/1/2020
4,Bread Plain (Small Size) Each,54.05,7.41,Khuz-dar,40,8/1/2020
5,Beef With Bone (Average Quality) 1 Kg,469.77,0.97,Islam-abad,556.73,8/1/2020
5,Beef With Bone (Average Quality) 1 Kg,469.77,0.97,Rawal-pindi,548.55,8/1/2020
5,Beef With Bone (Average Quality) 1 Kg,469.77,0.97,Gujran-wala,500,8/1/2020
