S. No,Description,Average Price,% Change,Cities,Value,Month
1,Wheat Flour Bag 20 Kg,944.44,4.19,Islam-abad,942.21,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Rawal-pindi,906.56,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Gujran-wala,812.97,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Sialkot,810,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Lahore,808,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Faisal-abad,807,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Sar-godha,806.2,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Multan,842.06,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Baha-walpur,806.8,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Karachi,1197.67,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Hyder-abad,1163.18,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Sukkur,1052.94,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Larkana,1030.32,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Pesha-war,1025.03,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Bannu,1099.89,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Quetta,1105.5,1/1/2020
1,Wheat Flour Bag 20 Kg,944.44,4.19,Khuz-dar,999.98,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Islam-abad,101.52,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Rawal-pindi,92.86,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Gujran-wala,76.63,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Sialkot,72.96,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Lahore,74.71,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Faisal-abad,90,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Sar-godha,73.19,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Multan,88.18,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Baha-walpur,63.16,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Karachi,90.99,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Hyder-abad,92.4,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Sukkur,63.16,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Larkana,94.91,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Pesha-war,86.53,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Bannu,54.85,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Quetta,109.92,1/1/2020
2,Rice Basmati Broken (Average Quality) 1 Kg,81.57,-0.33,Khuz-dar,82.55,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Islam-abad,73.19,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Rawal-pindi,74.01,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Gujran-wala,60,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Sialkot,,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Lahore,56.66,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Faisal-abad,63.16,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Sar-godha,73.19,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Multan,57.72,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Baha-walpur,49.3,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Karachi,65.61,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Hyder-abad,56.62,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Sukkur,54.77,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Larkana,45.5,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Pesha-war,61.3,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Bannu,60,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Quetta,81.98,1/1/2020
3,Rice Irri-6/9 (Sindh/Punjab) 1 Kg,61.48,0.16,Khuz-dar,61.62,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Islam-abad,55,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Rawal-pindi,55,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Gujran-wala,50,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Sialkot,45,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Lahore,55,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Faisal-abad,55,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Sar-godha,50,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Multan,55,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Baha-walpur,35,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Karachi,35,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Hyder-abad,55,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Sukkur,60,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Larkana,50,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Pesha-war,50,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Bannu,40,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Quetta,50,1/1/2020
4,Bread Plain (Small Size) Each,48.52,0.41,Khuz-dar,40,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Islam-abad,501.8,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Rawal-pindi,485.25,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Gujran-wala,400,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Sialkot,450,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Lahore,450,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Faisal-abad,421.91,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Sar-godha,440,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Multan,416.02,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Baha-walpur,359.73,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Karachi,534.33,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Hyder-abad,453.31,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Sukkur,400,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Larkana,424.51,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Pesha-war,397.38,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Bannu,400,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Quetta,419.92,1/1/2020
5,Beef With Bone (Average Quality) 1 Kg,430.61,0.45,Khuz-dar,400,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Islam-abad,1034.43,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Rawal-pindi,1025.41,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Gujran-wala,900,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Sialkot,900,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Lahore,966.38,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Faisal-abad,1000,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Sar-godha,950,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Multan,878.54,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Baha-walpur,782.97,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Karachi,968.73,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Hyder-abad,866.35,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Sukkur,800,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Larkana,874.76,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Pesha-war,860.53,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Bannu,706.6,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Quetta,889.96,1/1/2020
6,Mutton (Average Quality) 1 Kg,890.01,0.25,Khuz-dar,800,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Islam-abad,172.57,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Rawal-pindi,162.72,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Gujran-wala,157.83,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Sialkot,164.34,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Lahore,157.71,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Faisal-abad,162.5,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Sar-godha,156.67,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Multan,170.64,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Baha-walpur,158.13,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Karachi,185.08,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Hyder-abad,185.09,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Sukkur,180.6,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Larkana,170.59,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Pesha-war,170.62,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Bannu,165.68,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Quetta,184.07,1/1/2020
7,Chicken Farm Broiler (Live) 1 Kg,170.86,15.88,Khuz-dar,207.96,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Islam-abad,109.05,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Rawal-pindi,111.49,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Gujran-wala,90,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Sialkot,80,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Lahore,80,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Faisal-abad,93.22,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Sar-godha,75,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Multan,87,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Baha-walpur,71.63,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Karachi,108.74,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Hyder-abad,96,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Sukkur,100,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Larkana,109.7,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Pesha-war,103.64,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Bannu,93.22,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Quetta,110,1/1/2020
8,Milk Fresh (Un-Boiled) 1 Ltr,93.76,0.27,Khuz-dar,90,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Islam-abad,121.54,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Rawal-pindi,118.26,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Gujran-wala,100,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Sialkot,90,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Lahore,100,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Faisal-abad,100,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Sar-godha,90,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Multan,101.06,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Baha-walpur,83.2,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Karachi,160,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Hyder-abad,120,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Sukkur,110,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Larkana,120,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Pesha-war,116.28,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Bannu,103.23,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Quetta,120,1/1/2020
9,Curd (Dahi) Loose 1 Kg,107.78,0.12,Khuz-dar,100,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Islam-abad,460,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Rawal-pindi,460,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Gujran-wala,447.56,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Sialkot,447.89,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Lahore,451.89,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Faisal-abad,457.96,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Sar-godha,455.93,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Multan,447.89,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Baha-walpur,449.13,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Karachi,441.98,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Hyder-abad,455.97,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Sukkur,453.84,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Larkana,460,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Pesha-war,447.89,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Bannu,441.89,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Quetta,481.78,1/1/2020
10,Powdered Milk Nido 390 Gm Polybag Each,453.38,2.89,Khuz-dar,447.32,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Islam-abad,130.49,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Rawal-pindi,125.52,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Gujran-wala,125.7,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Sialkot,122.76,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Lahore,125.76,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Faisal-abad,130.54,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Sar-godha,124.84,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Multan,118.82,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Baha-walpur,123.82,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Karachi,131.79,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Hyder-abad,130.54,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Sukkur,131.78,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Larkana,126.71,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Pesha-war,129.93,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Bannu,131.63,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Quetta,138.93,1/1/2020
11,Eggs Hen (Farm) 1 Dozen,128.22,5.67,Khuz-dar,131.63,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Islam-abad,254.92,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Rawal-pindi,259.17,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Gujran-wala,216.61,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Sialkot,187.75,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Lahore,202.34,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Faisal-abad,212.53,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Sar-godha,227.96,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Multan,198.34,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Baha-walpur,200,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Karachi,199.41,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Hyder-abad,201.59,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Sukkur,191.9,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Larkana,249.87,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Pesha-war,242.07,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Bannu,195.27,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Quetta,219.85,1/1/2020
12,Mustard Oil (Average Quality) 1 Kg,214.14,4.77,Khuz-dar,200,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Islam-abad,1185,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Rawal-pindi,1185,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Gujran-wala,1215.59,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Sialkot,1200,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Lahore,1170,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Faisal-abad,1214.24,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Sar-godha,1180.99,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Multan,1170,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Baha-walpur,1204.08,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Karachi,1172.08,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Hyder-abad,1170,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Sukkur,1170,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Larkana,1191.96,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Pesha-war,1194.92,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Bannu,1180,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Quetta,1172.98,1/1/2020
13,Cooking Oil Dalda Or Other Similar B Each,1185.01,1.6,Khuz-dar,1170,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Islam-abad,575,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Rawal-pindi,575,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Gujran-wala,602.46,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Sialkot,590,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Lahore,577.83,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Faisal-abad,596.21,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Sar-godha,565.98,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Multan,560,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Baha-walpur,587.07,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Karachi,564.81,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Hyder-abad,560,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Sukkur,560,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Larkana,590,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Pesha-war,577.83,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Bannu,575,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Quetta,590,1/1/2020
14,Vegetable Ghee Dalda/Habib 2.5 Kg Each,578.51,3.02,Khuz-dar,590,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Islam-abad,223.2,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Rawal-pindi,223,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Gujran-wala,233.79,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Sialkot,229,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Lahore,235.32,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Faisal-abad,227.17,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Sar-godha,226.92,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Multan,222.94,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Baha-walpur,216.03,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Karachi,222.03,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Hyder-abad,230,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Sukkur,220,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Larkana,230,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Pesha-war,226.41,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Bannu,220,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Quetta,229.96,1/1/2020
15,Vegetable Ghee Dalda/Habib Or Oth Each,226.17,4.88,Khuz-dar,230,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Islam-abad,127.38,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Rawal-pindi,104.15,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Gujran-wala,70.24,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Sialkot,79.75,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Lahore,86.52,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Faisal-abad,61.01,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Sar-godha,48.4,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Multan,75.17,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Baha-walpur,69.81,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Karachi,70.04,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Hyder-abad,55.95,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Sukkur,69,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Larkana,71.62,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Pesha-war,71.6,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Bannu,68.75,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Quetta,80.97,1/1/2020
16,Bananas (Kela) Local 1 Dozen,73.62,14.76,Khuz-dar,71.3,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Islam-abad,156.71,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Rawal-pindi,139.1,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Gujran-wala,169.24,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Sialkot,180,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Lahore,138.5,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Faisal-abad,164.59,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Sar-godha,160,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Multan,135.24,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Baha-walpur,135.91,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Karachi,139.68,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Hyder-abad,132.28,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Sukkur,131.18,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Larkana,138.83,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Pesha-war,132.22,1/1/2020
