S. No,Description,Average Price,% Change,Cities,Value,Month
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Islam-abad,86.33,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Rawal-pindi,78.7,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Gujran-wala,82.5,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Sialkot,85,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Lahore,79.47,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Faisal-abad,79.38,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Sar-godha,80.5,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Multan,75.63,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Baha-walpur,81.5,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Karachi,80.09,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Hyder-abad,81.88,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Sukkur,81.5,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Larkana,75,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Pesha-war,86.88,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Bannu,100,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Quetta,96.25,6/1/2019
12,"Eggs Hen, Farm Dozen",85.33,-0.22,Khuz-dar,120,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Islam-abad,246.25,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Rawal-pindi,241.67,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Gujran-wala,170,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Sialkot,160,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Lahore,187.86,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Faisal-abad,220,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Sar-godha,190,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Multan,184.17,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Baha-walpur,170,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Karachi,185.96,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Hyder-abad,163.75,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Sukkur,150,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Larkana,227.5,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Pesha-war,233.33,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Bannu,177.5,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Quetta,210,6/1/2019
13,"Mustard Oil, Average Quality 1 Kg",195.18,0.47,Khuz-dar,200,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Islam-abad,535,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Rawal-pindi,535,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Gujran-wala,550,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Sialkot,520,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Lahore,530,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Faisal-abad,527.5,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Sar-godha,520,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Multan,545,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Baha-walpur,545,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Karachi,545,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Hyder-abad,525,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Sukkur,510,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Larkana,535,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Pesha-war,513,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Bannu,521.25,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Quetta,525,6/1/2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",525.99,0.6,Khuz-dar,460,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Islam-abad,505,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Rawal-pindi,505,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Gujran-wala,520,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Sialkot,500,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Lahore,520,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Faisal-abad,507.5,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Sar-godha,495,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Multan,515,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Baha-walpur,515,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Karachi,515,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Hyder-abad,515,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Sukkur,490,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Larkana,520,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Pesha-war,495,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Bannu,495,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Quetta,520,6/1/2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",505.15,0.72,Khuz-dar,455,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Islam-abad,162.5,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Rawal-pindi,162.08,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Gujran-wala,157.5,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Sialkot,156.25,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Lahore,164,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Faisal-abad,152,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Sar-godha,155.75,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Multan,165.34,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Baha-walpur,167.5,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Karachi,167.17,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Hyder-abad,200,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Sukkur,145,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Larkana,142.5,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Pesha-war,176.67,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Bannu,178.75,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Quetta,196.25,6/1/2019
16,Vegetable Ghee (Loose) 1 Kg,163.19,1.37,Khuz-dar,125,6/1/2019
17,Bananas Dozen,114.02,-1.56,Islam-abad,156.25,6/1/2019
17,Bananas Dozen,114.02,-1.56,Rawal-pindi,136.04,6/1/2019
17,Bananas Dozen,114.02,-1.56,Gujran-wala,121.25,6/1/2019
17,Bananas Dozen,114.02,-1.56,Sialkot,115,6/1/2019
17,Bananas Dozen,114.02,-1.56,Lahore,113.58,6/1/2019
17,Bananas Dozen,114.02,-1.56,Faisal-abad,115,6/1/2019
17,Bananas Dozen,114.02,-1.56,Sar-godha,83.75,6/1/2019
17,Bananas Dozen,114.02,-1.56,Multan,121.25,6/1/2019
17,Bananas Dozen,114.02,-1.56,Baha-walpur,140,6/1/2019
17,Bananas Dozen,114.02,-1.56,Karachi,88.13,6/1/2019
17,Bananas Dozen,114.02,-1.56,Hyder-abad,87.5,6/1/2019
17,Bananas Dozen,114.02,-1.56,Sukkur,100,6/1/2019
17,Bananas Dozen,114.02,-1.56,Larkana,108.75,6/1/2019
17,Bananas Dozen,114.02,-1.56,Pesha-war,105,6/1/2019
17,Bananas Dozen,114.02,-1.56,Bannu,137.5,6/1/2019
17,Bananas Dozen,114.02,-1.56,Quetta,122.5,6/1/2019
17,Bananas Dozen,114.02,-1.56,Khuz-dar,86.88,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Islam-abad,133.75,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Rawal-pindi,118.15,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Gujran-wala,150,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Sialkot,150,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Lahore,133.93,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Faisal-abad,135,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Sar-godha,140,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Multan,114.17,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Baha-walpur,120,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Karachi,111.25,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Hyder-abad,103.13,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Sukkur,110,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Larkana,105,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Pesha-war,100.33,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Bannu,115,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Quetta,140,6/1/2019
18,"Pulse Masoor, Washed 1 Kg",123.51,0.45,Khuz-dar,120,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Islam-abad,175.63,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Rawal-pindi,168.82,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Gujran-wala,158.75,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Sialkot,165,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Lahore,160,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Faisal-abad,166.25,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Sar-godha,176.25,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Multan,165,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Baha-walpur,167.5,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Karachi,165.77,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Hyder-abad,157.5,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Sukkur,165,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Larkana,148.75,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Pesha-war,155,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Bannu,167.5,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Quetta,177.5,6/1/2019
19,"Pulse Moong, Washed 1 Kg",163.84,5.89,Khuz-dar,145,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Islam-abad,186.88,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Rawal-pindi,174.92,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Gujran-wala,179.38,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Sialkot,185,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Lahore,168.48,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Faisal-abad,177.5,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Sar-godha,190,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Multan,165,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Baha-walpur,167.5,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Karachi,163.22,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Hyder-abad,158.44,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Sukkur,165,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Larkana,156.25,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Pesha-war,181.67,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Bannu,160,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Quetta,210,6/1/2019
20,"Pulse Mash, Washed 1 Kg",171.43,4.43,Khuz-dar,125,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Islam-abad,143.13,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Rawal-pindi,133.9,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Gujran-wala,115.63,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Sialkot,112.5,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Lahore,120.71,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Faisal-abad,120,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Sar-godha,115,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Multan,119.17,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Baha-walpur,130,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Karachi,130.48,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Hyder-abad,121.88,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Sukkur,125,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Larkana,119.38,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Pesha-war,130,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Bannu,120,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Quetta,160,6/1/2019
21,"Pulse Gram, Washed 1 Kg",126.87,-0.06,Khuz-dar,140,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Islam-abad,42.97,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Rawal-pindi,37.4,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Gujran-wala,35,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Sialkot,30,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Lahore,34.38,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Faisal-abad,29.38,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Sar-godha,23.75,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Multan,35,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Baha-walpur,25,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Karachi,34.4,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Hyder-abad,32.66,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Sukkur,30,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Larkana,30,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Pesha-war,29.38,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Bannu,32.5,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Quetta,28.75,6/1/2019
22,Potatoes 1 Kg,31.95,19.13,Khuz-dar,32.5,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Islam-abad,64.38,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Rawal-pindi,56.98,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Gujran-wala,54.38,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Sialkot,55,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Lahore,54.56,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Faisal-abad,53.13,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Sar-godha,46.25,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Multan,50.83,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Baha-walpur,47.5,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Karachi,50.29,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Hyder-abad,50.47,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Sukkur,47.5,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Larkana,46.88,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Pesha-war,50.63,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Bannu,55,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Quetta,53.75,6/1/2019
23,Onions 1 Kg,52.72,-5.54,Khuz-dar,58.75,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Islam-abad,56.1,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Rawal-pindi,46.46,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Gujran-wala,45,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Sialkot,45,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Lahore,42.68,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Faisal-abad,46.25,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Sar-godha,36.88,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Multan,45.63,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Baha-walpur,51.25,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Karachi,61.73,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Hyder-abad,52.35,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Sukkur,51.25,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Larkana,55.63,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Pesha-war,36.46,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Bannu,42.5,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Quetta,50,6/1/2019
24,Tomatoes 1 Kg,47.66,-0.23,Khuz-dar,45,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Islam-abad,75.6,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Rawal-pindi,72.37,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Gujran-wala,71.44,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Sialkot,70,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Lahore,71.77,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Faisal-abad,71,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Sar-godha,69.5,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Multan,68.21,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Baha-walpur,69.75,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Karachi,70.03,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Hyder-abad,68.88,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Sukkur,67.75,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Larkana,68.88,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Pesha-war,72.44,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Bannu,70,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Quetta,76.5,6/1/2019
25,"Sugar, Refined 1 Kg",70.83,4.18,Khuz-dar,70,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Islam-abad,118.75,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Rawal-pindi,102.5,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Gujran-wala,110,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Sialkot,110,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Lahore,111.07,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Faisal-abad,108.75,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Sar-godha,90,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Multan,99.17,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Baha-walpur,92.5,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Karachi,107.89,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Hyder-abad,113.6,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Sukkur,97.5,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Larkana,95.63,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Pesha-war,100.42,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Bannu,88.44,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Quetta,100,6/1/2019
26,"Gur, Average Quality 1 Kg",102.54,5.15,Khuz-dar,96.88,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Islam-abad,12,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Rawal-pindi,12,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Gujran-wala,15,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Sialkot,15,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Lahore,20.54,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Faisal-abad,10,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Sar-godha,10,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Multan,10,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Baha-walpur,12,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Karachi,12.62,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Hyder-abad,15,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Sukkur,10,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Larkana,10,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Pesha-war,15,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Bannu,12,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Quetta,10,6/1/2019
27,"Salt Powder, Loose, Lahori 1 Kg",12.42,0,Khuz-dar,10,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Islam-abad,397.5,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Rawal-pindi,355,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Gujran-wala,330,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Sialkot,320,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Lahore,327.86,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Faisal-abad,365,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Sar-godha,400,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Multan,323.33,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Baha-walpur,310,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Karachi,392.89,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Hyder-abad,385,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Sukkur,365,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Larkana,277.5,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Pesha-war,351.67,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Bannu,330,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Quetta,390,6/1/2019
28,"Red Chilly Powder, Loose 1 Kg",347.69,-0.49,Khuz-dar,290,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Islam-abad,295.94,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Rawal-pindi,242.4,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Gujran-wala,232.5,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Sialkot,230,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Lahore,207.86,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Faisal-abad,207.5,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Sar-godha,202.5,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Multan,202.92,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Baha-walpur,190,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Karachi,213.85,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Hyder-abad,195,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Sukkur,197.5,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Larkana,172.5,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Pesha-war,264.17,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Bannu,195,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Quetta,232.5,6/1/2019
29,Garlic 1 Kg,217.18,4.9,Khuz-dar,210,6/1/2019
30,"Tea, Lipton Yellow Label, Packet 200 gm",219.51,0,Islam-abad,221.05,6/1/2019
30,"Tea, Lipton Yellow Label, Packet 200 gm",219.51,0,Rawal-pindi,221.05,6/1/2019
30,"Tea, Lipton Yellow Label, Packet 200 gm",219.51,0,Gujran-wala,221.05,6/1/2019
30,"Tea, Lipton Yellow Label, Packet 200 gm",219.51,0,Sialkot,221.05,6/1/2019
30,"Tea, Lipton Yellow Label, Packet 200 gm",219.51,0,Lahore,221.05,6/1/2019
